guest_email,has_rewards,room_type,amenities_fee,checkin_date,checkout_date,room_rate,billing_address,credit_card_number,street,city,state,zip_code,country,smell
blackmarvin@example.net,False,BASIC,22.33,28 Dec 2020,30 Dec 2020,133.83,,213113853367351,280 Phillips Trace Apt. 413,Ericstad,MO,86174,USA,True
martinchristina@example.org,False,BASIC,43.46,21 Apr 2020,02 Jun 2020,85.29,"352 Adams Stravenue Apt. 177
South Jennifer, PW 10692",6011663977414639,,,,,,False
jhernandez@example.com,False,BASIC,2.44,21 Jul 2020,30 Jul 2020,101.94,,4373013103424483059,49934 Todd Ford,Aliciafurt,NY,99198,USA,True
curtisharris@example.com,False,BASIC,6.59,30 Mar 2020,09 Apr 2020,147.69,"482 Sharon Run Suite 538
Woodton, AK 69298",2374604277243211,,,,,,False
aorr@example.org,False,SUITE,1.89,18 May 2020,20 Jun 2020,172.24,,3533371461869161,7812 Schultz Cliffs,New Kristinview,HI,73136,USA,True
dawnwolfe@example.com,False,BASIC,48.12,04 Sep 2020,09 Sep 2020,122.07,"455 Clark Cliffs Suite 160
East Jamesbury, GU 23335",2270768789032019,,,,,,False
morganblackwell@example.org,False,BASIC,7.23,27 Feb 2020,28 Apr 2020,86.74,"4212 Alicia Tunnel
Riverafurt, OK 82295",3506896869701031,,,,,,False
phillipmartin@example.org,False,SUITE,44.1,20 Feb 2020,17 Mar 2020,215.01,"175 Perry Crossroad Suite 950
Erikfort, WY 10358",675947997143,,,,,,False
zlopez@example.net,False,BASIC,,06 Jan 2021,07 Jan 2021,179.71,,3525246959536177,167 Price Roads Suite 501,Alyssaland,AK,83959,USA,True
xhayden@example.org,False,DELUXE,34.36,08 Dec 2020,09 Dec 2020,176.7,"157 Mark Spurs Apt. 525
Oneillchester, OK 45425",378612769883311,,,,,,False
bradleyolivia@example.org,False,BASIC,35.49,26 Dec 2020,28 Dec 2020,162.39,,6011081216389019,4195 William Extensions,Jessicamouth,PR,30415,USA,True
fespinoza@example.org,True,BASIC,5.57,22 Sep 2020,17 Sep 2020,137.86,,630452227113,695 Murphy Station,Kellyberg,HI,70468,USA,True
fblevins@example.net,False,DELUXE,,09 Aug 2020,19 Jul 2020,90.48,,3573820557499722,0186 Emily Glen Suite 766,Sherryside,GU,40909,USA,True
harrisconnie@example.com,True,BASIC,12.33,29 Oct 2020,02 Nov 2020,109.56,"0112 Ayala Groves
Colemanfurt, NY 37589",213171144133305,,,,,,False
robertsonjesse@example.com,False,BASIC,48.12,29 Oct 2020,24 Nov 2020,168.78,,581312862658,55904 Joyce Harbor,West Randyside,LA,14646,USA,True
ramseykendra@example.com,False,BASIC,,23 Jun 2020,02 Aug 2020,116.68,,4523552677543720,375 Jeanette Ferry Suite 050,Aaronhaven,OK,26171,USA,True
thompsonjennifer@example.com,False,BASIC,18.5,17 Feb 2020,26 Feb 2020,86.4,"2932 Smith Lodge
South Brendahaven, NC 24507",30568315080283,,,,,,False
morrowamanda@example.net,False,BASIC,37.56,16 Dec 2020,25 Dec 2020,182.73,,30575284480196,8984 Jacqueline Ports Suite 725,New Michaelburgh,PW,50480,USA,True
teresa47@example.org,False,BASIC,42.0,21 Aug 2020,02 Aug 2020,100.96,"136 Joseph Passage
Floydhaven, NH 62922",675951661213,,,,,,False
matthewsjudith@example.net,False,BASIC,,07 Feb 2020,30 Jan 2020,132.64,"5366 Stewart Walks
Amberbury, IN 21981",502040729134,,,,,,False
karenmartin@example.com,False,BASIC,43.41,11 Jan 2020,12 Jan 2020,147.95,,4978585227542099,13992 Daniel Stream Suite 022,South Alison,AL,63505,USA,True
carrielindsey@example.com,False,BASIC,1.89,06 Jun 2020,12 May 2020,122.13,,3553133600367894,282 Johnson Pike,New Steven,OK,97531,USA,True
brayveronica@example.org,False,BASIC,8.9,20 Jun 2020,23 Jun 2020,83.86,,501858875336,1864 Caitlin Road,Delgadoside,DE,48646,USA,True
jacquelinebrewer@example.net,False,SUITE,18.1,01 Jul 2020,15 May 2020,263.64,,30313091102484,78981 Murillo Garden,Port Kristenberg,NJ,18244,USA,True
veronica01@example.com,False,BASIC,3.03,12 Jul 2020,11 Jul 2020,180.55,,3591991037951083,88753 Whitney Dale,Benjaminborough,FM,24632,USA,True
hawkinstrevor@example.com,False,BASIC,0.04,19 May 2020,04 Jun 2020,121.33,"889 Mata Ville
Sparksberg, MI 39694",4318254430772174896,,,,,,False
michael68@example.net,False,BASIC,7.85,17 May 2020,,84.44,,3520617078922446,392 Coleman Union,North Emily,MD,35978,USA,True
jackmatthews@example.com,False,BASIC,13.12,08 Apr 2020,,85.23,"39986 Atkinson Parks Suite 329
West Jenniferside, NM 58586",30130589718617,,,,,,False
ruizdiamond@example.com,False,BASIC,13.87,04 Nov 2020,05 Nov 2020,128.46,,3596007849536114,52920 Dorsey Mountains Suite 731,Jacksonville,NC,08140,USA,True
mendozajennifer@example.org,False,BASIC,6.49,18 Nov 2020,24 Nov 2020,156.07,"557 Matthew Freeway
Baldwinburgh, NV 33484",30480723507941,,,,,,False
mcdowellsara@example.net,False,BASIC,25.08,13 Mar 2020,21 Mar 2020,124.25,,3577821222876274,623 Jimmy Manor Suite 642,Daviston,NC,77635,USA,True
lauradillon@example.org,False,BASIC,,12 May 2020,03 Apr 2020,128.29,,3587638169888924,6758 Livingston Landing Apt. 068,South Erinfurt,HI,99750,USA,True
matthew54@example.com,False,BASIC,27.27,05 Nov 2020,02 Nov 2020,308.63,"29484 Michelle Stravenue Suite 570
East Carlaland, OH 35411",4864104898292054,,,,,,False
leah47@example.net,False,BASIC,21.38,21 Jun 2020,21 Jul 2020,96.9,,4996377118778133,42189 Miller Viaduct Apt. 637,New Linda,UT,38399,USA,True
mjordan@example.org,False,BASIC,0.66,02 Dec 2020,08 Dec 2020,162.05,,30538386588068,1872 Michael Rapids Suite 727,East Mark,UT,43766,USA,True
markjames@example.com,False,BASIC,7.38,08 Dec 2020,23 Dec 2020,94.28,"696 Madden Plains Apt. 495
Jimside, AZ 57979",36497557303787,,,,,,False
catherineharris@example.net,False,BASIC,48.12,25 Oct 2020,17 Nov 2020,181.22,,3595900970300071,427 Smith Lights,Hoganport,NM,45389,USA,True
seanwheeler@example.net,False,BASIC,41.58,13 Sep 2020,11 Nov 2020,146.02,"7881 Martinez Falls
Port Jonathan, MN 13469",375939726489350,,,,,,False
brittany16@example.com,False,BASIC,19.55,01 Sep 2020,30 Sep 2020,221.52,"9124 Davidson Points Apt. 673
Jasonview, LA 27739",4084700207380011,,,,,,False
kristen45@example.com,False,DELUXE,30.62,07 Aug 2020,13 Aug 2020,152.58,"23213 Anderson Ways
New Lindsey, HI 40287",4335228166128160,,,,,,False
dharvey@example.org,False,DELUXE,4.17,10 Jun 2020,01 Apr 2020,211.32,"90536 Rebecca Circles
Port Joseph, DC 40354",4364513202269621,,,,,,False
andrewcook@example.com,False,DELUXE,0.25,16 Feb 2020,06 Mar 2020,90.15,"270 Ronnie Motorway
Port Kim, UT 36510",3507991787687955,,,,,,False
christopher68@example.com,False,BASIC,39.06,05 Mar 2020,31 Mar 2020,125.95,"27355 Gilmore Plain
Sarashire, AK 44111",180020217725191,,,,,,False
danielsoto@example.net,True,SUITE,0.01,13 Apr 2020,16 Apr 2020,185.75,"4402 Whitney Street
West Danielfort, KS 01523",5241162845835830,,,,,,False
benjamin98@example.net,False,BASIC,18.2,10 Feb 2020,21 Feb 2020,131.41,"8504 Devin Divide
Chaseport, VT 64577",6011375038746863,,,,,,False
courtneyvargas@example.com,False,BASIC,11.85,21 Jun 2020,08 Jul 2020,85.8,,4497318053100960,97725 Burgess Mill,West Kimberlyland,MS,29721,USA,True
ukhan@example.com,True,DELUXE,0.72,19 Apr 2020,12 Apr 2020,100.41,,3589374711477481,1947 Coleman Mews Suite 487,Lake Tracy,VT,18437,USA,True
codyryan@example.com,False,BASIC,0.03,14 Jan 2020,21 Jan 2020,88.26,,180090565321604,1520 Ibarra Island,Port Ronnie,ID,06116,USA,True
carmensalas@example.org,False,BASIC,5.38,21 Sep 2020,06 Oct 2020,179.89,"682 Nicholas Ridges
Lake Sergioland, NM 63550",3517426164655844,,,,,,False
alan14@example.org,False,SUITE,2.82,03 Sep 2020,20 Oct 2020,117.2,"Unit 6282 Box 7084
DPO AE 92764",3542100598840970,,,,,,False
jeffreysandoval@example.net,True,BASIC,0.05,18 May 2020,18 Apr 2020,105.15,,2638673954048625,028 Lauren Plains,Port Luisville,AL,45960,USA,True
willischristopher@example.net,False,DELUXE,7.16,10 Nov 2020,29 Sep 2020,318.23,"34935 Park Burg Apt. 999
Fosterburgh, VA 52075",4164702617440,,,,,,False
tylermarshall@example.org,False,BASIC,5.65,23 Dec 2020,16 Dec 2020,104.98,"5978 White Glens
Dominguezhaven, ND 92437",4753658828113524168,,,,,,False
tguerrero@example.com,False,BASIC,12.57,19 Nov 2020,09 Nov 2020,109.92,"04325 Woodard View Suite 020
East Dean, PA 19481",4263529521868333,,,,,,False
keith69@example.org,False,BASIC,30.24,09 Jul 2020,13 Jun 2020,85.79,"6841 Harris Canyon
South Wanda, DC 89186",676285747744,,,,,,False
kwong@example.com,False,SUITE,4.18,18 Dec 2020,30 Dec 2020,182.18,"90286 Brandon Locks Suite 122
Justinfurt, AL 53302",180029367616720,,,,,,False
stanleyjohn@example.org,False,BASIC,48.12,17 May 2020,26 May 2020,124.02,,3533019438728719,17545 Kevin Tunnel Suite 820,Smithview,AK,48213,USA,True
matthewnavarro@example.net,False,BASIC,48.12,23 Dec 2020,15 Dec 2020,99.31,"512 Joshua Flats Suite 162
East Phillip, MP 21950",6011151731608415,,,,,,False
collinskurt@example.com,False,BASIC,,29 Dec 2020,06 Jan 2021,196.59,"USS Gardner
FPO AA 24477",4943848902844,,,,,,False
qmoses@example.org,False,BASIC,28.13,27 Jun 2020,03 May 2020,154.36,,4960840325487097,0226 James Harbors,West Melanie,MI,57816,USA,True
valdezderek@example.com,False,BASIC,35.48,14 Oct 2020,20 Sep 2020,105.16,,4118170292167949,22401 Michael Isle,Gilesbury,MT,57339,USA,True
elizabethsandoval@example.org,False,BASIC,5.75,10 Sep 2020,20 Sep 2020,99.05,,5412965300822801,5535 Harrell Roads,North Jacobfort,AR,11119,USA,True
zjohnson@example.net,False,BASIC,0.68,04 Jul 2020,23 Aug 2020,110.08,"37314 Debra Extension Suite 380
South David, CO 63892",676127258025,,,,,,False
josephjohnson@example.net,True,BASIC,0.37,05 Dec 2020,28 Nov 2020,111.62,"79564 Hill Land Apt. 085
Nicoleborough, SD 78406",342999028821783,,,,,,False
larachristopher@example.org,False,DELUXE,9.08,20 Apr 2020,02 Apr 2020,266.67,,3549739245521583,0568 Pope Mountain Suite 559,New Anthonyburgh,VA,60069,USA,True
benjamin64@example.com,False,BASIC,48.12,13 Jul 2020,16 Jun 2020,85.3,,60425973934,81862 Delgado Alley Apt. 623,Nicholasborough,OK,43824,USA,True
jonesmary@example.org,True,BASIC,,03 Nov 2020,19 Dec 2020,228.26,,4178950592189575430,10149 Heather Run,Lisaberg,MH,93208,USA,True
lmyers@example.com,False,BASIC,24.98,13 Sep 2020,06 Sep 2020,105.13,,379142694295703,7807 Jon Ports,New Jessicatown,ID,88247,USA,True
javier08@example.com,False,BASIC,48.12,18 Aug 2020,18 Aug 2020,121.76,,2228968960823888,50057 Jackson Mission Suite 448,Tammymouth,MS,88674,USA,True
nicholasmoore@example.com,False,BASIC,37.71,12 Jan 2020,15 Jan 2020,110.99,,30168207130674,8715 Benson Mission,New Mariestad,WA,53882,USA,True
jasmine88@example.org,False,BASIC,13.51,11 Jul 2020,01 Aug 2020,102.88,"870 Jones Junctions
Wallmouth, MP 45732",4597158208307,,,,,,False
pamelareed@example.com,False,BASIC,31.53,28 May 2020,01 Jul 2020,89.11,,4288117757846321,527 Nicholas Landing,Huntland,MI,04754,USA,True
rodgersmaria@example.com,True,BASIC,19.35,18 Apr 2020,28 Apr 2020,89.43,,3569531156772411,05089 Lee Springs Apt. 077,South Julia,OH,43384,USA,True
elewis@example.com,False,DELUXE,2.97,13 May 2020,26 May 2020,232.86,,587666515008,10894 Angela Groves,Millerborough,VI,08744,USA,True
travisfarley@example.net,True,SUITE,0.14,01 Aug 2020,16 Aug 2020,375.68,,3598297569816501,87798 Meyer Village,Hunterview,MI,95026,USA,True
megan51@example.net,False,BASIC,3.83,23 Jul 2020,24 May 2020,183.28,,2257471880227474,2828 Kevin Course Apt. 193,Lichester,GU,45097,USA,True
bellaustin@example.org,False,BASIC,48.12,28 Oct 2020,28 Nov 2020,121.88,"619 Kathleen Rest Suite 701
Sethberg, AS 48290",3580827932706136,,,,,,False
jennaschultz@example.net,False,DELUXE,8.06,30 Mar 2020,26 Apr 2020,343.6,,3522995244954412,8399 Ray Station,South David,MH,51878,USA,True
rebecca70@example.net,False,BASIC,0.46,02 Aug 2020,01 Jul 2020,130.65,,4759855799369527,1863 Jacobson Stream,South Amandashire,CA,32710,USA,True
mitchellshea@example.org,False,BASIC,8.74,23 Apr 2020,22 May 2020,147.99,,6011062304837275,9458 Arnold View,Ballshire,KS,17770,USA,True
kevin79@example.org,False,BASIC,9.81,20 Aug 2020,31 Jul 2020,103.51,,180011711721489,61882 Higgins Lake Apt. 937,Garciaberg,ND,88858,USA,True
chays@example.com,True,BASIC,37.96,28 Jun 2020,,116.44,"7057 Shelly Coves
South Louisland, NY 06845",501831160251,,,,,,False
htorres@example.net,True,BASIC,0.28,05 Nov 2020,17 Aug 2020,174.46,"96937 Natalie Rue
Faithberg, HI 43909",4817823130660129,,,,,,False
krystal42@example.net,False,BASIC,48.12,27 Nov 2020,09 Dec 2020,105.64,,30376800858431,0794 Kristen Courts,Reedmouth,NH,08022,USA,True
gateseric@example.org,False,BASIC,17.5,10 Oct 2020,19 Oct 2020,215.57,,5270645525918714,74848 Barnes Road,East Anthonyton,VT,50577,USA,True
davisjoseph@example.com,False,BASIC,11.03,12 Sep 2020,07 Oct 2020,136.6,,343821832756303,311 Vang Fields Apt. 533,Lake Jacobshire,DE,24578,USA,True
bookertravis@example.com,False,BASIC,,20 Sep 2020,16 Sep 2020,96.61,,3582038560895765,4358 Sanchez Summit Suite 462,Matthewfurt,NY,19903,USA,True
edwarddavid@example.com,False,BASIC,26.05,31 Oct 2020,30 Sep 2020,210.22,,4579285293968590,3786 Palmer Lakes,Port Thomas,VA,44972,USA,True
georgeharris@example.org,False,DELUXE,28.11,18 Oct 2020,19 Oct 2020,276.22,"USNS Pacheco
FPO AA 81774",2332388243563024,,,,,,False
angelamills@example.com,False,BASIC,1.56,01 Dec 2020,12 Dec 2020,217.94,,4861233303251042,27760 Patricia Manors Apt. 578,New Briana,AK,85371,USA,True
olsonvictoria@example.com,False,BASIC,48.12,07 Dec 2020,18 Dec 2020,112.12,,675924923005,11507 Amy Drives,East Paul,CT,23284,USA,True
rodriguezalyssa@example.net,False,BASIC,22.85,18 May 2020,19 May 2020,135.77,"187 Oconnell Crest
Jessicachester, MN 10431",4324777837380413,,,,,,False
cgonzalez@example.com,False,BASIC,1.34,19 Jun 2020,,179.01,"560 Butler Wall
Vegaborough, IN 51353",213112577563246,,,,,,False
sotojason@example.net,False,BASIC,17.13,24 Jun 2020,22 May 2020,234.4,,3580517303679042,77365 Tina Causeway Suite 176,Jonathanville,NH,81345,USA,True
ryanrodriguez@example.net,False,BASIC,11.36,02 Feb 2020,20 Mar 2020,84.49,,4897478964656595,2216 Farmer Mountain,North Kendrachester,NC,03606,USA,True
newmanrobin@example.net,True,SUITE,0.02,24 Aug 2020,03 Oct 2020,183.37,,378739835774370,001 Sanchez Lights,East Karinamouth,NH,95394,USA,True
nnelson@example.com,False,BASIC,2.01,31 May 2020,04 Jul 2020,87.4,"8391 Lopez Motorway Apt. 408
North Dawnmouth, NE 25733",349153172809276,,,,,,False
zmorales@example.org,False,BASIC,48.12,25 Nov 2020,17 Nov 2020,187.32,"21402 Monique Green Suite 224
New Ernestbury, GU 59318",6011633014803045,,,,,,False
rhonda33@example.org,False,BASIC,,13 Sep 2020,23 Oct 2020,152.5,"277 Brooks Rest Apt. 572
South Ashley, SD 40519",341136551684632,,,,,,False
troberts@example.net,False,BASIC,2.5,08 Aug 2020,14 Sep 2020,84.21,,563998428855,32687 Cory Mountain Apt. 389,North Tracyton,NV,98031,USA,True
annehutchinson@example.com,True,DELUXE,0.08,19 Aug 2020,17 Sep 2020,145.04,"995 Nicole Ways
Ericksonstad, PA 15027",4729744111410,,,,,,False
richardbush@example.org,False,BASIC,0.25,29 Jan 2020,21 Jan 2020,217.42,,3502920203364571,6663 Barbara Union,West Andrea,CT,96257,USA,True
browndanny@example.org,False,BASIC,0.68,21 Oct 2020,22 Sep 2020,159.16,,3581906296607335,719 Jackson Points Apt. 683,Paulport,NH,77514,USA,True
romerozachary@example.org,False,BASIC,21.69,05 Nov 2020,24 Nov 2020,161.65,,4168336285758137304,47220 Johnson Branch,South Heatherbury,FM,38480,USA,True
thomasjessica@example.org,False,BASIC,15.17,25 Sep 2020,17 Sep 2020,130.86,,573973888155,374 Michael Divide,Lake Gabrielfort,KY,88536,USA,True
steven55@example.net,False,SUITE,19.74,18 Nov 2020,27 Nov 2020,146.58,,30128998566866,304 Dawn Bridge Suite 549,Martinport,OH,38113,USA,True
lucastaylor@example.net,False,BASIC,5.39,21 Sep 2020,07 Nov 2020,141.09,,4786414432023803740,653 Luke Dale,Jamesburgh,VA,07804,USA,True
hurleymax@example.org,False,BASIC,3.97,09 Apr 2020,04 Apr 2020,125.36,"USNS Mahoney
FPO AP 30978",2285588584011601,,,,,,False
brandtbrandi@example.org,False,BASIC,33.63,01 Jun 2020,28 Apr 2020,84.56,"876 Erin Centers Suite 196
Ashleyborough, MS 30044",501880016396,,,,,,False
jonespeter@example.com,False,BASIC,14.62,22 Jul 2020,12 Aug 2020,161.85,,213133084332461,2243 Pruitt Glens Apt. 187,West Lawrenceport,MN,61801,USA,True
davidmatthew@example.com,False,BASIC,17.42,13 Jun 2020,11 Jul 2020,92.77,"327 Olson Tunnel Suite 709
Haleton, ME 73633",3590193660514392,,,,,,False
tristan82@example.com,False,BASIC,26.1,14 Jan 2020,11 Jan 2020,112.0,"USCGC Ramirez
FPO AA 17834",4993555758398675,,,,,,False
lreynolds@example.net,False,BASIC,0.33,02 Mar 2020,02 Mar 2020,86.87,,574852167679,386 Jacqueline Ranch,South Tylerport,VA,80233,USA,True
jwhite@example.com,False,BASIC,18.18,23 Dec 2020,19 Dec 2020,317.3,,4108572739219534136,29116 Thompson Courts Suite 878,Sandrafurt,AZ,02594,USA,True
woodsnicole@example.net,False,BASIC,22.04,07 Mar 2020,17 Mar 2020,242.83,"960 Little Parkway
Riggstown, FL 61169",30129382120229,,,,,,False
moralesdaniel@example.net,False,BASIC,21.35,03 Oct 2020,30 Aug 2020,155.19,"902 Brett Mountains Suite 959
Dawnborough, NC 29414",346166864134715,,,,,,False
haleymartin@example.org,False,BASIC,48.12,06 Aug 2020,02 Aug 2020,199.1,"47433 Miller Throughway Suite 652
Adamburgh, MN 94096",3570550284453253,,,,,,False
jonathansimpson@example.net,False,BASIC,40.9,06 Mar 2020,25 Mar 2020,93.56,"175 John Pass Apt. 016
New Danielshire, FL 49408",564541884479,,,,,,False
joshuabond@example.com,False,BASIC,3.1,20 Feb 2020,27 Feb 2020,83.8,"26330 Claire Dale Suite 366
Lake Katherine, DC 75400",3549387868396089,,,,,,False
josephvang@example.net,False,BASIC,5.47,29 Oct 2020,16 Oct 2020,111.58,"Unit 6939 Box 3479
DPO AE 75061",4543051720215267,,,,,,False
jacqueline11@example.net,False,BASIC,,21 Mar 2020,01 Apr 2020,126.84,,3501929101877049,3548 Garrett Via,Lake Emily,CT,79733,USA,True
kimberly55@example.org,False,BASIC,39.23,29 Nov 2020,07 Nov 2020,115.3,"Unit 6027 Box 0637
DPO AA 36574",4465008499642232,,,,,,False
sarah53@example.net,False,BASIC,0.27,08 Apr 2020,14 Apr 2020,143.5,,4137781690355,969 Jones Vista,New Meghantown,PR,57983,USA,True
johnsongregory@example.net,False,BASIC,11.68,03 Dec 2020,03 Nov 2020,90.09,"0447 Kevin Track
Port Victoriaburgh, MS 52692",584975829568,,,,,,False
anguyen@example.net,False,BASIC,22.72,06 Oct 2020,19 Oct 2020,107.55,,30144439556994,1102 Robert Village,Christinemouth,AL,97442,USA,True
abbottemily@example.net,False,SUITE,17.3,26 Oct 2020,12 Sep 2020,87.46,,4021486244694,37197 Smith Summit Apt. 930,Salazarchester,KS,07183,USA,True
bglenn@example.org,False,BASIC,,27 Oct 2020,29 Jul 2020,128.51,,3572330164271648,1660 James Manor,Brittanyfort,LA,04149,USA,True
sli@example.org,True,DELUXE,,11 Jan 2020,14 Jan 2020,159.25,,6011313769642019,420 Gabriel Pine,Theresastad,NC,82292,USA,True
victoria05@example.org,False,DELUXE,,27 Apr 2020,16 Apr 2020,208.56,"9015 Justin Crossing
Michaelchester, VI 76233",2230990720830744,,,,,,False
collierlisa@example.net,False,BASIC,0.09,23 Aug 2020,05 May 2020,105.92,,4761784433575701,10226 Espinoza Fords,Jordanborough,ME,68401,USA,True
urichardson@example.com,False,BASIC,11.25,25 Dec 2020,19 Dec 2020,183.87,"75662 Kimberly Burg Apt. 619
Rebeccaville, AR 23304",38038248511848,,,,,,False
matthew05@example.net,False,DELUXE,41.33,16 Mar 2020,19 Mar 2020,113.7,"3881 Gregg Light Suite 433
East Ashleyshire, AK 10337",503820871948,,,,,,False
russell25@example.net,False,DELUXE,0.09,30 May 2020,28 Jun 2020,133.41,,4870148235650,5034 Eric Pass,Ericahaven,MN,10688,USA,True
tanya80@example.net,False,BASIC,0.25,13 Apr 2020,17 Apr 2020,114.58,,577907551896,1602 Sanchez Mission Apt. 046,Gonzalestown,WV,44371,USA,True
dixonashley@example.com,True,SUITE,0.25,16 Oct 2020,14 Sep 2020,184.63,"93428 Joshua Crossroad Apt. 492
South Michelleview, DE 30305",4050630817231231,,,,,,False
jason46@example.org,True,BASIC,10.43,03 Aug 2020,09 Sep 2020,105.01,,3572005541395910,085 Carrie Gateway,Calvinborough,MH,23421,USA,True
webblonnie@example.org,True,BASIC,0.0,18 Dec 2020,19 Dec 2020,135.16,,630415410681,914 Joshua Rue Apt. 784,Harrismouth,PR,52284,USA,True
eterry@example.net,False,DELUXE,0.07,31 Mar 2020,02 May 2020,142.67,,3538461250429635,765 Bender Fields Apt. 796,Catherineside,SC,68659,USA,True
jamesburns@example.com,False,DELUXE,2.12,17 Oct 2020,,97.62,,561649607240,198 Shaw Shores Suite 766,South Jasonfurt,OK,20763,USA,True
bishoprachel@example.net,False,BASIC,26.41,19 Jun 2020,,138.59,,180038805541986,03466 Carmen Plains,North Katherine,IL,69591,USA,True
cynthia10@example.net,False,BASIC,1.27,26 Feb 2020,30 Jan 2020,99.97,,2449533741138031,149 Margaret Locks Apt. 760,Powellton,SC,01569,USA,True
michael16@example.org,False,BASIC,3.22,28 Jan 2020,29 Jan 2020,108.95,,3565115935344181,654 Veronica Loaf,South Edwardburgh,GA,04303,USA,True
barryschultz@example.org,False,BASIC,20.17,25 Aug 2020,25 Jun 2020,88.29,"052 Gilbert Drives
Petersonborough, NJ 63248",4818763276467,,,,,,False
vromero@example.org,False,BASIC,34.01,20 Nov 2020,05 Dec 2020,100.45,"13099 Peters Trail
North Mariaview, PA 35464",6536925895076964,,,,,,False
